Clinic,Date,Start_Time,End_Time,Total_Scheduled_Visits
Adult Medicine,2016-01-20,15:15:00.0000000,15:30:00.0000000,7
Adult Medicine,2016-01-20,15:20:00.0000000,15:35:00.0000000,1
Adult Medicine,2016-01-20,15:20:00.0000000,15:40:00.0000000,1
Adult Medicine,2016-01-20,15:30:00.0000000,15:45:00.0000000,6
Adult Medicine,2016-01-20,15:35:00.0000000,15:50:00.0000000,1
Adult Medicine,2016-01-20,15:45:00.0000000,16:00:00.0000000,1
Adult Medicine,2016-01-20,15:55:00.0000000,16:10:00.0000000,1
Adult Medicine,2016-01-20,16:00:00.0000000,16:15:00.0000000,2
Adult Medicine,2016-01-20,16:00:00.0000000,16:45:00.0000000,1
Adult Medicine,2016-01-20,16:01:00.0000000,16:16:00.0000000,1
Adult Medicine,2016-01-20,16:14:00.0000000,16:29:00.0000000,1
Adult Medicine,2016-01-20,16:15:00.0000000,16:30:00.0000000,1
Adult Medicine,2016-01-20,16:20:00.0000000,16:35:00.0000000,1
Adult Medicine,2016-01-20,16:30:00.0000000,16:45:00.0000000,2
Adult Medicine,2016-01-20,16:40:00.0000000,16:55:00.0000000,1
Adult Medicine,2016-01-20,16:45:00.0000000,17:00:00.0000000,2
Adult Medicine,2016-01-20,17:00:00.0000000,17:15:00.0000000,9
Adult Medicine,2016-01-20,17:00:00.0000000,17:30:00.0000000,1
Adult Medicine,2016-01-20,17:15:00.0000000,17:30:00.0000000,3
Adult Medicine,2016-01-20,17:20:00.0000000,17:30:00.0000000,1
Adult Medicine,2016-01-20,17:30:00.0000000,17:45:00.0000000,4
Adult Medicine,2016-01-20,17:30:00.0000000,18:00:00.0000000,1
Adult Medicine,2016-01-20,17:45:00.0000000,18:00:00.0000000,3
Adult Medicine,2016-01-20,17:47:00.0000000,18:02:00.0000000,1
Adult Medicine,2016-01-20,18:00:00.0000000,18:15:00.0000000,3
Adult Medicine,2016-01-20,18:15:00.0000000,18:30:00.0000000,2
Adult Medicine,2016-01-20,18:34:00.0000000,18:49:00.0000000,1
Adult Medicine,2016-01-21,09:00:00.0000000,09:15:00.0000000,9
Adult Medicine,2016-01-21,09:15:00.0000000,09:30:00.0000000,2
Adult Medicine,2016-01-21,09:25:00.0000000,09:40:00.0000000,1
Adult Medicine,2016-01-21,09:30:00.0000000,09:45:00.0000000,13
Adult Medicine,2016-01-21,09:30:00.0000000,10:00:00.0000000,1
Adult Medicine,2016-01-21,09:45:00.0000000,10:00:00.0000000,16
Adult Medicine,2016-01-21,09:52:00.0000000,10:07:00.0000000,1
Adult Medicine,2016-01-21,09:59:00.0000000,10:14:00.0000000,1
Adult Medicine,2016-01-21,10:00:00.0000000,10:15:00.0000000,8
Adult Medicine,2016-01-21,10:15:00.0000000,10:30:00.0000000,5
Adult Medicine,2016-01-21,10:20:00.0000000,10:35:00.0000000,1
Adult Medicine,2016-01-21,10:30:00.0000000,10:45:00.0000000,12
Adult Medicine,2016-01-21,10:44:00.0000000,10:59:00.0000000,1
Adult Medicine,2016-01-21,10:45:00.0000000,11:00:00.0000000,5
Adult Medicine,2016-01-21,11:00:00.0000000,11:15:00.0000000,9
Adult Medicine,2016-01-21,11:15:00.0000000,11:30:00.0000000,10
Adult Medicine,2016-01-21,11:19:00.0000000,11:34:00.0000000,1
Adult Medicine,2016-01-21,11:20:00.0000000,11:35:00.0000000,1
Adult Medicine,2016-01-21,11:30:00.0000000,11:45:00.0000000,8
Adult Medicine,2016-01-21,11:30:00.0000000,12:00:00.0000000,1
Adult Medicine,2016-01-21,12:00:00.0000000,12:15:00.0000000,1
Adult Medicine,2016-01-21,13:00:00.0000000,13:10:00.0000000,2
Adult Medicine,2016-01-21,13:00:00.0000000,13:15:00.0000000,8
Adult Medicine,2016-01-21,13:10:00.0000000,13:25:00.0000000,2
Adult Medicine,2016-01-21,13:15:00.0000000,13:30:00.0000000,1
Adult Medicine,2016-01-21,13:19:00.0000000,13:34:00.0000000,1
Adult Medicine,2016-01-21,13:20:00.0000000,13:35:00.0000000,4
Adult Medicine,2016-01-21,13:21:00.0000000,13:31:00.0000000,1
Adult Medicine,2016-01-21,13:23:00.0000000,13:38:00.0000000,1
Adult Medicine,2016-01-21,13:25:00.0000000,13:40:00.0000000,1
Adult Medicine,2016-01-21,13:30:00.0000000,13:40:00.0000000,1
Adult Medicine,2016-01-21,13:30:00.0000000,13:45:00.0000000,6
Adult Medicine,2016-01-21,13:30:00.0000000,14:00:00.0000000,1
Adult Medicine,2016-01-21,13:40:00.0000000,13:55:00.0000000,2
Adult Medicine,2016-01-21,13:45:00.0000000,14:00:00.0000000,6
Adult Medicine,2016-01-21,13:50:00.0000000,14:05:00.0000000,3
Adult Medicine,2016-01-21,14:00:00.0000000,14:15:00.0000000,8
Adult Medicine,2016-01-21,14:00:00.0000000,14:30:00.0000000,1
Adult Medicine,2016-01-21,14:10:00.0000000,14:20:00.0000000,1
Adult Medicine,2016-01-21,14:10:00.0000000,14:25:00.0000000,1
Adult Medicine,2016-01-21,14:15:00.0000000,14:30:00.0000000,3
Adult Medicine,2016-01-21,14:16:00.0000000,14:31:00.0000000,1
Adult Medicine,2016-01-21,14:20:00.0000000,14:30:00.0000000,1
Adult Medicine,2016-01-21,14:29:00.0000000,14:44:00.0000000,1
Adult Medicine,2016-01-21,14:30:00.0000000,14:40:00.0000000,1
Adult Medicine,2016-01-21,14:30:00.0000000,14:45:00.0000000,9
Adult Medicine,2016-01-21,14:40:00.0000000,14:55:00.0000000,2
Adult Medicine,2016-01-21,14:45:00.0000000,15:00:00.0000000,1
Adult Medicine,2016-01-21,14:50:00.0000000,15:00:00.0000000,2
Adult Medicine,2016-01-21,15:00:00.0000000,15:10:00.0000000,1
Adult Medicine,2016-01-21,15:00:00.0000000,15:15:00.0000000,7
Adult Medicine,2016-01-21,15:00:00.0000000,15:30:00.0000000,1
Adult Medicine,2016-01-21,15:10:00.0000000,15:25:00.0000000,1
Adult Medicine,2016-01-21,15:15:00.0000000,15:30:00.0000000,2
Adult Medicine,2016-01-21,15:20:00.0000000,15:30:00.0000000,1
Adult Medicine,2016-01-21,15:30:00.0000000,15:45:00.0000000,6
Adult Medicine,2016-01-21,15:30:00.0000000,16:00:00.0000000,1
Adult Medicine,2016-01-21,15:50:00.0000000,16:05:00.0000000,1
Adult Medicine,2016-01-21,16:00:00.0000000,16:10:00.0000000,1
Adult Medicine,2016-01-21,16:00:00.0000000,16:15:00.0000000,3
Adult Medicine,2016-01-21,16:01:00.0000000,16:16:00.0000000,1
Adult Medicine,2016-01-21,16:02:00.0000000,16:17:00.0000000,1
Adult Medicine,2016-01-21,16:04:00.0000000,16:19:00.0000000,1
Adult Medicine,2016-01-21,16:10:00.0000000,16:25:00.0000000,2
Adult Medicine,2016-01-21,16:15:00.0000000,16:30:00.0000000,1
Adult Medicine,2016-01-21,16:20:00.0000000,16:30:00.0000000,1
Adult Medicine,2016-01-21,16:30:00.0000000,16:45:00.0000000,1
Adult Medicine,2016-01-21,16:40:00.0000000,16:55:00.0000000,1
Adult Medicine,2016-01-21,16:45:00.0000000,17:00:00.0000000,2
Adult Medicine,2016-01-21,16:50:00.0000000,17:05:00.0000000,1
Adult Medicine,2016-01-21,16:54:00.0000000,17:09:00.0000000,1
Adult Medicine,2016-01-21,17:00:00.0000000,17:15:00.0000000,5
Adult Medicine,2016-01-21,17:09:00.0000000,17:24:00.0000000,1
Adult Medicine,2016-01-21,17:13:00.0000000,17:28:00.0000000,1
Adult Medicine,2016-01-21,17:15:00.0000000,17:30:00.0000000,2
Adult Medicine,2016-01-21,17:20:00.0000000,17:35:00.0000000,1
Adult Medicine,2016-01-21,17:30:00.0000000,17:45:00.0000000,2
Adult Medicine,2016-01-21,17:40:00.0000000,17:55:00.0000000,1
Adult Medicine,2016-01-21,17:45:00.0000000,18:00:00.0000000,1
Adult Medicine,2016-01-21,18:00:00.0000000,18:15:00.0000000,2
Adult Medicine,2016-01-21,18:15:00.0000000,18:30:00.0000000,1
Adult Medicine,2016-01-21,18:30:00.0000000,18:45:00.0000000,2
Adult Medicine,2016-01-22,08:40:00.0000000,08:55:00.0000000,1
Adult Medicine,2016-01-22,08:50:00.0000000,09:00:00.0000000,1
Adult Medicine,2016-01-22,08:52:00.0000000,09:07:00.0000000,1
Adult Medicine,2016-01-22,09:00:00.0000000,09:15:00.0000000,5
Adult Medicine,2016-01-22,09:00:00.0000000,09:30:00.0000000,2
Adult Medicine,2016-01-22,09:09:00.0000000,09:24:00.0000000,1
Adult Medicine,2016-01-22,09:10:00.0000000,09:20:00.0000000,1
Adult Medicine,2016-01-22,09:20:00.0000000,09:30:00.0000000,1
Adult Medicine,2016-01-22,09:30:00.0000000,09:40:00.0000000,1
Adult Medicine,2016-01-22,09:30:00.0000000,09:45:00.0000000,8
Adult Medicine,2016-01-22,09:40:00.0000000,09:55:00.0000000,1
Adult Medicine,2016-01-22,09:45:00.0000000,10:00:00.0000000,9
Adult Medicine,2016-01-22,10:00:00.0000000,10:15:00.0000000,6
Adult Medicine,2016-01-22,10:10:00.0000000,10:25:00.0000000,1
Adult Medicine,2016-01-22,10:15:00.0000000,10:30:00.0000000,3
Adult Medicine,2016-01-22,10:20:00.0000000,10:35:00.0000000,1
Adult Medicine,2016-01-22,10:30:00.0000000,10:45:00.0000000,10
Adult Medicine,2016-01-22,10:36:00.0000000,10:51:00.0000000,1
Adult Medicine,2016-01-22,10:45:00.0000000,11:00:00.0000000,6
Adult Medicine,2016-01-22,10:50:00.0000000,11:05:00.0000000,1
Adult Medicine,2016-01-22,10:58:00.0000000,11:13:00.0000000,1
Adult Medicine,2016-01-22,11:00:00.0000000,11:15:00.0000000,9
Adult Medicine,2016-01-22,11:00:00.0000000,11:30:00.0000000,1
Adult Medicine,2016-01-22,11:05:00.0000000,11:20:00.0000000,1
Adult Medicine,2016-01-22,11:15:00.0000000,11:30:00.0000000,6
Adult Medicine,2016-01-22,11:30:00.0000000,11:45:00.0000000,7
Adult Medicine,2016-01-22,11:40:00.0000000,11:55:00.0000000,1
Adult Medicine,2016-01-22,11:44:00.0000000,11:59:00.0000000,1
Adult Medicine,2016-01-22,11:48:00.0000000,12:03:00.0000000,1
Adult Medicine,2016-01-22,13:00:00.0000000,13:10:00.0000000,1
Adult Medicine,2016-01-22,13:00:00.0000000,13:15:00.0000000,6
Adult Medicine,2016-01-22,13:10:00.0000000,13:25:00.0000000,1
Adult Medicine,2016-01-22,13:30:00.0000000,13:45:00.0000000,1
Adult Medicine,2016-01-22,13:45:00.0000000,14:00:00.0000000,2
Adult Medicine,2016-01-22,14:00:00.0000000,14:15:00.0000000,5
Adult Medicine,2016-01-22,14:00:00.0000000,14:30:00.0000000,1
Adult Medicine,2016-01-22,14:00:00.0000000,15:00:00.0000000,1
Adult Medicine,2016-01-22,14:10:00.0000000,14:25:00.0000000,1
Adult Medicine,2016-01-22,14:30:00.0000000,14:45:00.0000000,4
Adult Medicine,2016-01-22,14:45:00.0000000,15:00:00.0000000,1
Adult Medicine,2016-01-22,14:54:00.0000000,15:09:00.0000000,1
Adult Medicine,2016-01-22,15:00:00.0000000,15:15:00.0000000,3
Adult Medicine,2016-01-22,15:00:00.0000000,15:30:00.0000000,1
Adult Medicine,2016-01-22,15:10:00.0000000,15:25:00.0000000,1
Adult Medicine,2016-01-22,15:15:00.0000000,15:30:00.0000000,2
Adult Medicine,2016-01-22,15:30:00.0000000,15:45:00.0000000,1
Adult Medicine,2016-01-22,15:50:00.0000000,16:05:00.0000000,1
Adult Medicine,2016-01-22,16:00:00.0000000,16:15:00.0000000,2
Adult Medicine,2016-01-22,16:00:00.0000000,16:30:00.0000000,2
Adult Medicine,2016-01-22,16:10:00.0000000,16:25:00.0000000,1
Adult Medicine,2016-01-22,16:11:00.0000000,16:21:00.0000000,1
Adult Medicine,2016-01-23,10:29:00.0000000,10:44:00.0000000,1
Adult Medicine,2016-01-25,08:13:00.0000000,08:18:00.0000000,1
Adult Medicine,2016-01-25,08:21:00.0000000,08:36:00.0000000,1
Adult Medicine,2016-01-25,09:00:00.0000000,09:15:00.0000000,11
Adult Medicine,2016-01-25,09:00:00.0000000,09:30:00.0000000,1
Adult Medicine,2016-01-25,09:10:00.0000000,09:20:00.0000000,1
Adult Medicine,2016-01-25,09:15:00.0000000,09:30:00.0000000,2
Adult Medicine,2016-01-25,09:20:00.0000000,09:35:00.0000000,2
Adult Medicine,2016-01-25,09:24:00.0000000,09:39:00.0000000,1
Adult Medicine,2016-01-25,09:30:00.0000000,09:45:00.0000000,6
Adult Medicine,2016-01-25,09:30:00.0000000,10:30:00.0000000,1
Adult Medicine,2016-01-25,09:40:00.0000000,09:50:00.0000000,1
Adult Medicine,2016-01-25,09:40:00.0000000,09:55:00.0000000,2
Adult Medicine,2016-01-25,09:45:00.0000000,10:00:00.0000000,5
Adult Medicine,2016-01-25,09:50:00.0000000,10:05:00.0000000,1
Adult Medicine,2016-01-25,09:50:00.0000000,10:20:00.0000000,1
Adult Medicine,2016-01-25,10:00:00.0000000,10:10:00.0000000,3
Adult Medicine,2016-01-25,10:00:00.0000000,10:15:00.0000000,12
Adult Medicine,2016-01-25,10:00:00.0000000,10:20:00.0000000,1
Adult Medicine,2016-01-25,10:15:00.0000000,10:30:00.0000000,2
Adult Medicine,2016-01-25,10:20:00.0000000,10:35:00.0000000,1
Adult Medicine,2016-01-25,10:20:00.0000000,10:40:00.0000000,1
Adult Medicine,2016-01-25,10:24:00.0000000,10:39:00.0000000,1
Adult Medicine,2016-01-25,10:26:00.0000000,10:41:00.0000000,1
Adult Medicine,2016-01-25,10:30:00.0000000,10:45:00.0000000,6
Adult Medicine,2016-01-25,10:30:00.0000000,10:50:00.0000000,1
Adult Medicine,2016-01-25,10:40:00.0000000,10:55:00.0000000,2
Adult Medicine,2016-01-25,10:40:00.0000000,11:00:00.0000000,1
Adult Medicine,2016-01-25,10:41:00.0000000,10:56:00.0000000,1
Adult Medicine,2016-01-25,10:45:00.0000000,11:00:00.0000000,1
Adult Medicine,2016-01-25,11:00:00.0000000,11:10:00.0000000,1
Adult Medicine,2016-01-25,11:00:00.0000000,11:15:00.0000000,12
Adult Medicine,2016-01-25,11:00:00.0000000,11:30:00.0000000,1
Adult Medicine,2016-01-25,11:10:00.0000000,11:20:00.0000000,1
Adult Medicine,2016-01-25,11:15:00.0000000,11:30:00.0000000,7
Adult Medicine,2016-01-25,11:20:00.0000000,11:30:00.0000000,1
Adult Medicine,2016-01-25,11:20:00.0000000,11:40:00.0000000,1
Adult Medicine,2016-01-25,11:29:00.0000000,11:44:00.0000000,1
Adult Medicine,2016-01-25,11:30:00.0000000,11:45:00.0000000,7
Adult Medicine,2016-01-25,11:31:00.0000000,11:46:00.0000000,1
Adult Medicine,2016-01-25,11:44:00.0000000,11:59:00.0000000,1
Adult Medicine,2016-01-25,12:30:00.0000000,12:45:00.0000000,1
Adult Medicine,2016-01-25,13:00:00.0000000,13:15:00.0000000,4
Adult Medicine,2016-01-25,13:10:00.0000000,13:20:00.0000000,1
Adult Medicine,2016-01-25,13:15:00.0000000,13:30:00.0000000,1
Adult Medicine,2016-01-25,13:20:00.0000000,13:35:00.0000000,1
Adult Medicine,2016-01-25,13:30:00.0000000,13:45:00.0000000,6
Adult Medicine,2016-01-25,13:32:00.0000000,13:47:00.0000000,1
Adult Medicine,2016-01-25,13:40:00.0000000,13:50:00.0000000,1
Adult Medicine,2016-01-25,13:40:00.0000000,13:55:00.0000000,2
Adult Medicine,2016-01-25,13:45:00.0000000,14:00:00.0000000,3
Adult Medicine,2016-01-25,13:48:00.0000000,14:03:00.0000000,1
Adult Medicine,2016-01-25,13:50:00.0000000,14:00:00.0000000,1
Adult Medicine,2016-01-25,13:50:00.0000000,14:20:00.0000000,1
Adult Medicine,2016-01-25,14:00:00.0000000,14:15:00.0000000,4
Adult Medicine,2016-01-25,14:10:00.0000000,14:25:00.0000000,1
Adult Medicine,2016-01-25,14:15:00.0000000,14:30:00.0000000,5
Adult Medicine,2016-01-25,14:20:00.0000000,14:35:00.0000000,2
Adult Medicine,2016-01-25,14:30:00.0000000,14:45:00.0000000,10
Adult Medicine,2016-01-25,14:30:00.0000000,14:55:00.0000000,1
Adult Medicine,2016-01-25,14:45:00.0000000,15:00:00.0000000,2
Adult Medicine,2016-01-25,14:50:00.0000000,15:00:00.0000000,1
Adult Medicine,2016-01-25,14:50:00.0000000,15:05:00.0000000,1
Adult Medicine,2016-01-25,14:56:00.0000000,15:11:00.0000000,1
Adult Medicine,2016-01-25,15:00:00.0000000,15:15:00.0000000,8
Adult Medicine,2016-01-25,15:04:00.0000000,15:19:00.0000000,1
Adult Medicine,2016-01-25,15:10:00.0000000,15:20:00.0000000,2
Adult Medicine,2016-01-25,15:15:00.0000000,15:30:00.0000000,6
Adult Medicine,2016-01-25,15:20:00.0000000,15:30:00.0000000,1
Adult Medicine,2016-01-25,15:20:00.0000000,15:35:00.0000000,2
Adult Medicine,2016-01-25,15:30:00.0000000,15:40:00.0000000,1
Adult Medicine,2016-01-25,15:30:00.0000000,15:45:00.0000000,6
Adult Medicine,2016-01-25,15:45:00.0000000,16:00:00.0000000,1
Adult Medicine,2016-01-25,15:50:00.0000000,16:05:00.0000000,1
Adult Medicine,2016-01-25,15:54:00.0000000,16:09:00.0000000,1
Adult Medicine,2016-01-25,16:00:00.0000000,16:15:00.0000000,3
Adult Medicine,2016-01-25,16:15:00.0000000,16:30:00.0000000,3
Adult Medicine,2016-01-25,16:30:00.0000000,16:45:00.0000000,1
Adult Medicine,2016-01-25,16:40:00.0000000,16:55:00.0000000,1
Adult Medicine,2016-01-25,16:45:00.0000000,17:00:00.0000000,3
Adult Medicine,2016-01-25,16:47:00.0000000,17:02:00.0000000,1
Adult Medicine,2016-01-25,17:00:00.0000000,17:15:00.0000000,3
Adult Medicine,2016-01-25,17:00:00.0000000,17:30:00.0000000,1
Adult Medicine,2016-01-25,17:15:00.0000000,17:30:00.0000000,1
Adult Medicine,2016-01-25,17:30:00.0000000,17:45:00.0000000,5
Adult Medicine,2016-01-25,17:30:00.0000000,18:00:00.0000000,1
Adult Medicine,2016-01-25,17:45:00.0000000,18:00:00.0000000,2
Adult Medicine,2016-01-25,18:00:00.0000000,18:15:00.0000000,4
Adult Medicine,2016-01-25,18:15:00.0000000,18:30:00.0000000,1
Adult Medicine,2016-01-25,18:30:00.0000000,18:45:00.0000000,1
Adult Medicine,2016-01-26,08:00:00.0000000,08:15:00.0000000,1
Adult Medicine,2016-01-26,08:20:00.0000000,08:35:00.0000000,1
Adult Medicine,2016-01-26,08:30:00.0000000,08:45:00.0000000,1
Adult Medicine,2016-01-26,09:00:00.0000000,09:15:00.0000000,8
Adult Medicine,2016-01-26,09:15:00.0000000,09:30:00.0000000,2
Adult Medicine,2016-01-26,09:20:00.0000000,09:35:00.0000000,1
Adult Medicine,2016-01-26,09:24:00.0000000,09:39:00.0000000,1
Adult Medicine,2016-01-26,09:30:00.0000000,09:45:00.0000000,8
Adult Medicine,2016-01-26,09:40:00.0000000,09:55:00.0000000,1
Adult Medicine,2016-01-26,09:45:00.0000000,10:00:00.0000000,12
Adult Medicine,2016-01-26,10:00:00.0000000,10:15:00.0000000,6
Adult Medicine,2016-01-26,10:04:00.0000000,10:19:00.0000000,1
Adult Medicine,2016-01-26,10:08:00.0000000,10:23:00.0000000,1
Adult Medicine,2016-01-26,10:15:00.0000000,10:30:00.0000000,5
Adult Medicine,2016-01-26,10:20:00.0000000,10:35:00.0000000,1
Adult Medicine,2016-01-26,10:29:00.0000000,10:44:00.0000000,1
Adult Medicine,2016-01-26,10:30:00.0000000,10:45:00.0000000,13
Adult Medicine,2016-01-26,10:30:00.0000000,11:00:00.0000000,2
Adult Medicine,2016-01-26,10:37:00.0000000,10:52:00.0000000,1
Adult Medicine,2016-01-26,10:40:00.0000000,10:55:00.0000000,1
Adult Medicine,2016-01-26,10:45:00.0000000,11:00:00.0000000,5
Adult Medicine,2016-01-26,11:00:00.0000000,11:15:00.0000000,10
Adult Medicine,2016-01-26,11:02:00.0000000,11:17:00.0000000,1
Adult Medicine,2016-01-26,11:10:00.0000000,11:25:00.0000000,1
Adult Medicine,2016-01-26,11:15:00.0000000,11:30:00.0000000,6
Adult Medicine,2016-01-26,11:20:00.0000000,11:35:00.0000000,2
Adult Medicine,2016-01-26,11:30:00.0000000,11:45:00.0000000,12
Adult Medicine,2016-01-26,11:40:00.0000000,11:55:00.0000000,1
Adult Medicine,2016-01-26,12:00:00.0000000,12:10:00.0000000,1
Adult Medicine,2016-01-26,12:00:00.0000000,12:15:00.0000000,3
Adult Medicine,2016-01-26,12:00:00.0000000,12:30:00.0000000,1
Adult Medicine,2016-01-26,12:10:00.0000000,12:20:00.0000000,1
Adult Medicine,2016-01-26,12:15:00.0000000,12:30:00.0000000,1
Adult Medicine,2016-01-26,12:20:00.0000000,12:35:00.0000000,1
Adult Medicine,2016-01-26,12:27:00.0000000,12:42:00.0000000,1
Adult Medicine,2016-01-26,12:30:00.0000000,12:40:00.0000000,1
Adult Medicine,2016-01-26,12:30:00.0000000,12:45:00.0000000,2
Adult Medicine,2016-01-26,12:40:00.0000000,12:55:00.0000000,2
Adult Medicine,2016-01-26,12:45:00.0000000,13:00:00.0000000,1
Adult Medicine,2016-01-26,12:49:00.0000000,13:04:00.0000000,1
Adult Medicine,2016-01-26,12:50:00.0000000,13:05:00.0000000,2
Adult Medicine,2016-01-26,13:00:00.0000000,13:15:00.0000000,9
Adult Medicine,2016-01-26,13:10:00.0000000,13:25:00.0000000,1
Adult Medicine,2016-01-26,13:15:00.0000000,13:30:00.0000000,2
Adult Medicine,2016-01-26,13:20:00.0000000,13:30:00.0000000,1
Adult Medicine,2016-01-26,13:30:00.0000000,13:45:00.0000000,6
Adult Medicine,2016-01-26,13:40:00.0000000,13:55:00.0000000,1
Adult Medicine,2016-01-26,13:43:00.0000000,13:58:00.0000000,1
Adult Medicine,2016-01-26,13:45:00.0000000,14:00:00.0000000,7
Adult Medicine,2016-01-26,13:50:00.0000000,14:00:00.0000000,1
Adult Medicine,2016-01-26,13:51:00.0000000,14:06:00.0000000,1
Adult Medicine,2016-01-26,13:57:00.0000000,14:12:00.0000000,1
Adult Medicine,2016-01-26,14:00:00.0000000,14:15:00.0000000,5
Adult Medicine,2016-01-26,14:10:00.0000000,14:20:00.0000000,1
Adult Medicine,2016-01-26,14:15:00.0000000,14:30:00.0000000,6
Adult Medicine,2016-01-26,14:20:00.0000000,14:35:00.0000000,1
Adult Medicine,2016-01-26,14:30:00.0000000,14:45:00.0000000,10
Adult Medicine,2016-01-26,14:45:00.0000000,15:00:00.0000000,1
Adult Medicine,2016-01-26,15:00:00.0000000,15:15:00.0000000,11
Adult Medicine,2016-01-26,15:00:00.0000000,15:30:00.0000000,1
Adult Medicine,2016-01-26,15:10:00.0000000,15:20:00.0000000,1
Adult Medicine,2016-01-26,15:10:00.0000000,15:25:00.0000000,1
Adult Medicine,2016-01-26,15:15:00.0000000,15:30:00.0000000,2
Adult Medicine,2016-01-26,15:20:00.0000000,15:30:00.0000000,1
Adult Medicine,2016-01-26,15:29:00.0000000,15:44:00.0000000,1
Adult Medicine,2016-01-26,15:30:00.0000000,15:45:00.0000000,7
Adult Medicine,2016-01-26,15:30:00.0000000,16:00:00.0000000,1
Adult Medicine,2016-01-26,15:40:00.0000000,15:55:00.0000000,1
Adult Medicine,2016-01-26,16:00:00.0000000,16:15:00.0000000,4
Adult Medicine,2016-01-26,16:30:00.0000000,16:45:00.0000000,1
Adult Medicine,2016-01-26,16:45:00.0000000,17:00:00.0000000,2
Adult Medicine,2016-01-26,17:00:00.0000000,17:15:00.0000000,2
Adult Medicine,2016-01-26,17:07:00.0000000,17:22:00.0000000,1
Adult Medicine,2016-01-26,17:15:00.0000000,17:30:00.0000000,2
Adult Medicine,2016-01-26,17:30:00.0000000,17:45:00.0000000,3
Adult Medicine,2016-01-26,17:31:00.0000000,17:46:00.0000000,1
Adult Medicine,2016-01-26,17:45:00.0000000,18:00:00.0000000,3
Adult Medicine,2016-01-26,18:00:00.0000000,18:15:00.0000000,2
Adult Medicine,2016-01-26,18:15:00.0000000,18:30:00.0000000,1
Adult Medicine,2016-01-26,18:30:00.0000000,18:45:00.0000000,1
Adult Medicine,2016-01-27,08:30:00.0000000,08:40:00.0000000,1
Adult Medicine,2016-01-27,09:00:00.0000000,09:10:00.0000000,1
Adult Medicine,2016-01-27,09:00:00.0000000,09:15:00.0000000,9
Adult Medicine,2016-01-27,09:21:00.0000000,09:36:00.0000000,1
Adult Medicine,2016-01-27,09:23:00.0000000,09:38:00.0000000,1
Adult Medicine,2016-01-27,09:30:00.0000000,09:45:00.0000000,5
Adult Medicine,2016-01-27,09:44:00.0000000,09:59:00.0000000,1
Adult Medicine,2016-01-27,09:45:00.0000000,10:00:00.0000000,8
Adult Medicine,2016-01-27,09:55:00.0000000,10:10:00.0000000,1
Adult Medicine,2016-01-27,10:00:00.0000000,10:15:00.0000000,4
Adult Medicine,2016-01-27,10:11:00.0000000,10:26:00.0000000,1
Adult Medicine,2016-01-27,10:15:00.0000000,10:25:00.0000000,1
Adult Medicine,2016-01-27,10:15:00.0000000,10:30:00.0000000,2
Adult Medicine,2016-01-27,10:25:00.0000000,10:35:00.0000000,1
Adult Medicine,2016-01-27,10:28:00.0000000,10:43:00.0000000,1
Adult Medicine,2016-01-27,10:30:00.0000000,10:40:00.0000000,1
Adult Medicine,2016-01-27,10:30:00.0000000,10:45:00.0000000,6
Adult Medicine,2016-01-27,10:35:00.0000000,10:45:00.0000000,1
Adult Medicine,2016-01-27,10:37:00.0000000,10:52:00.0000000,1
Adult Medicine,2016-01-27,10:45:00.0000000,11:00:00.0000000,3
Adult Medicine,2016-01-27,11:00:00.0000000,11:15:00.0000000,9
Adult Medicine,2016-01-27,11:10:00.0000000,11:20:00.0000000,1
Adult Medicine,2016-01-27,11:15:00.0000000,11:30:00.0000000,7
Adult Medicine,2016-01-27,11:20:00.0000000,11:30:00.0000000,1
Adult Medicine,2016-01-27,11:20:00.0000000,11:35:00.0000000,1
Adult Medicine,2016-01-27,11:23:00.0000000,11:38:00.0000000,1
Adult Medicine,2016-01-27,11:29:00.0000000,11:44:00.0000000,1
Adult Medicine,2016-01-27,11:30:00.0000000,11:45:00.0000000,5
Adult Medicine,2016-01-27,11:45:00.0000000,12:00:00.0000000,2
Adult Medicine,2016-01-27,11:55:00.0000000,12:05:00.0000000,1
Adult Medicine,2016-01-27,12:05:00.0000000,12:15:00.0000000,1
Adult Medicine,2016-01-27,12:15:00.0000000,12:25:00.0000000,1
Adult Medicine,2016-01-27,12:25:00.0000000,12:40:00.0000000,1
Adult Medicine,2016-01-27,12:30:00.0000000,12:45:00.0000000,1
Adult Medicine,2016-01-27,12:35:00.0000000,12:50:00.0000000,1
Adult Medicine,2016-01-27,12:40:00.0000000,12:55:00.0000000,1
Adult Medicine,2016-01-27,12:45:00.0000000,13:00:00.0000000,2
Adult Medicine,2016-01-27,12:50:00.0000000,13:05:00.0000000,1
Adult Medicine,2016-01-27,13:00:00.0000000,13:10:00.0000000,2
Adult Medicine,2016-01-27,13:00:00.0000000,13:15:00.0000000,18
Adult Medicine,2016-01-27,13:00:00.0000000,13:20:00.0000000,1
Adult Medicine,2016-01-27,13:15:00.0000000,13:30:00.0000000,2
Adult Medicine,2016-01-27,13:20:00.0000000,13:35:00.0000000,4
Adult Medicine,2016-01-27,13:25:00.0000000,13:40:00.0000000,1
Adult Medicine,2016-01-27,13:30:00.0000000,13:40:00.0000000,1
Adult Medicine,2016-01-27,13:30:00.0000000,13:45:00.0000000,7
Adult Medicine,2016-01-27,13:40:00.0000000,13:55:00.0000000,4
